"Commodity-wise, Market-wise Daily Report (Weighted Average) on: 18-Mar-2026"

Market Center,Arrivals,Unit of Arrivals,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price,Grade
Samsi APMC,11.0,Metric Tonnes,Fine,5250.0,5400.0,5300.0,Rs./Quintal,FAQ
Siliguri APMC,280.0,Metric Tonnes,Other,4800.0,5000.0,4900.0,Rs./Quintal,FAQ
Tamluk (Medinipur E) APMC,8.0,Metric Tonnes,Common,3600.0,3800.0,3700.0,Rs./Quintal,FAQ
Tamluk (Medinipur E) APMC,8.0,Metric Tonnes,Fine,4300.0,4500.0,4400.0,Rs./Quintal,FAQ
Toofanganj APMC,15.0,Metric Tonnes,Common,3900.0,4100.0,4000.0,Rs./Quintal,FAQ
Total,1071.7,Metric Tonnes,,,,4208.16,Rs./Quintal,
Grand Total,12183.3,Metric Tonnes,,,,3344.32,Rs./Quintal,
Same/Savi
State Name : Karnataka
Kalagategi APMC,26.0,Metric Tonnes,Same/Savi Local,4600.0,4600.0,4600.0,Rs./Quintal,Local
Savanur APMC,25.0,Metric Tonnes,Same/Savi Local,5000.0,5000.0,5000.0,Rs./Quintal,Local
Total,51.0,Metric Tonnes,,,,4796.08,Rs./Quintal,
Grand Total,51.0,Metric Tonnes,,,,4796.08,Rs./Quintal,
Sweet Corn 
State Name : Tamil Nadu
AJattihalli(Uzhavar Sandhai ) APMC,0.16,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Ammapet(Uzhavar Sandhai ) APMC,0.19,Metric Tonnes,Sweet Corn ,2500.0,3500.0,3000.0,Rs./Quintal,Local
Anna nagar(Uzhavar Sandhai ) APMC,0.12,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Arcot(Uzhavar Sandhai ) APMC,0.25,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Chengam(Uzhavar Sandhai ) APMC,0.35,Metric Tonnes,Sweet Corn ,2500.0,3000.0,2750.0,Rs./Quintal,Local
Dharmapuri(Uzhavar Sandhai ) APMC,0.29,Metric Tonnes,Sweet Corn ,2800.0,3000.0,2900.0,Rs./Quintal,Local
Dindigul(Uzhavar Sandhai ) APMC,0.12,Metric Tonnes,Sweet Corn ,4000.0,5000.0,4500.0,Rs./Quintal,Local
Gudiyatham(Uzhavar Sandhai ) APMC,0.15,Metric Tonnes,Sweet Corn ,2400.0,2400.0,2400.0,Rs./Quintal,Local
Guduvancheri(Uzhavar Sandhai ) APMC,0.06,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Hasthampatti(Uzhavar Sandhai ) APMC,0.15,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Hosur(Uzhavar Sandhai ) APMC,0.96,Metric Tonnes,Sweet Corn ,2500.0,3000.0,2750.0,Rs./Quintal,Local
Jameenrayapettai(Uzhavar Sandhai ) APMC,0.11,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
KKNagar(Uzhavar Sandhai ) APMC,0.11,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Kahithapattarai(Uzhavar Sandhai ) APMC,0.34,Metric Tonnes,Sweet Corn ,2500.0,2500.0,2500.0,Rs./Quintal,Local
Karur(Uzhavar Sandhai ) APMC,0.2,Metric Tonnes,Sweet Corn ,3500.0,4000.0,3750.0,Rs./Quintal,Local
Katpadi (Uzhavar Sandhai ) APMC,0.41,Metric Tonnes,Sweet Corn ,2500.0,2500.0,2500.0,Rs./Quintal,Local
Krishnagiri(Uzhavar Sandhai ) APMC,0.31,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Kulithalai(Uzhavar Sandhai ) APMC,0.04,Metric Tonnes,Sweet Corn ,3500.0,4000.0,3750.0,Rs./Quintal,Local
Kumarapalayam(Uzhavar Sandhai ) APMC,0.22,Metric Tonnes,Sweet Corn ,2000.0,3000.0,2500.0,Rs./Quintal,Local
Mettupalayam(Uzhavar Sandhai ) APMC,0.25,Metric Tonnes,Sweet Corn ,3500.0,4500.0,4000.0,Rs./Quintal,Local
Mettur(Uzhavar Sandhai ) APMC,0.4,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Padappai(Uzhavar Sandhai ) APMC,0.11,Metric Tonnes,Sweet Corn ,2500.0,3000.0,2750.0,Rs./Quintal,Local
Palacode(Uzhavar Sandhai ) APMC,0.14,Metric Tonnes,Sweet Corn ,2800.0,3000.0,2900.0,Rs./Quintal,Local
Palani(Uzhavar Sandhai ) APMC,0.12,Metric Tonnes,Sweet Corn ,3500.0,4000.0,3750.0,Rs./Quintal,Local
Pallavaram(Uzhavar Sandhai ) APMC,0.12,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Pallikonda(Uzhavar Sandhai),0.03,Metric Tonnes,Sweet Corn ,2000.0,2000.0,2000.0,Rs./Quintal,Local
Pennagaram(Uzhavar Sandhai ) APMC,0.26,Metric Tonnes,Sweet Corn ,1800.0,2000.0,1900.0,Rs./Quintal,Local
Perambalur(Uzhavar Sandhai ) APMC,0.27,Metric Tonnes,Sweet Corn ,4000.0,5000.0,4500.0,Rs./Quintal,Local
Perampet(Uzhavar Sandhai),0.03,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Perundurai(Uzhavar Sandhai ) APMC,0.13,Metric Tonnes,Sweet Corn ,4400.0,4600.0,4500.0,Rs./Quintal,Local
Polur(Uzhavar Sandhai ) APMC,0.16,Metric Tonnes,Sweet Corn ,1600.0,2000.0,1800.0,Rs./Quintal,Local
RSPuram(Uzhavar Sandhai ) APMC,0.06,Metric Tonnes,Sweet Corn ,3500.0,4000.0,3750.0,Rs./Quintal,Local
Ranipettai(Uzhavar Sandhai ) APMC,0.25,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Rasipuram(Uzhavar Sandhai ) APMC,0.16,Metric Tonnes,Sweet Corn ,2000.0,2500.0,2250.0,Rs./Quintal,Local
Sankarapuram(Uzhavar Sandhai ) APMC,0.15,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Sathiyamagalam(Uzhavar Sandhai ) APMC,0.26,Metric Tonnes,Sweet Corn ,2400.0,2800.0,2600.0,Rs./Quintal,Local
Singanallur(Uzhavar Sandhai ) APMC,0.06,Metric Tonnes,Sweet Corn ,2000.0,2500.0,2250.0,Rs./Quintal,Local
Sooramangalam(Uzhavar Sandhai ) APMC,0.35,Metric Tonnes,Sweet Corn ,3000.0,3500.0,3250.0,Rs./Quintal,Local
Sundarapuram(Uzhavar Sandhai ) APMC,0.08,Metric Tonnes,Sweet Corn ,4000.0,4500.0,4250.0,Rs./Quintal,Local
Tamarainagar(Uzhavar Sandhai ) APMC,0.23,Metric Tonnes,Sweet Corn ,2000.0,2500.0,2250.0,Rs./Quintal,Local
Thathakapatti(Uzhavar Sandhai ) APMC,0.93,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Theni(Uzhavar Sandhai ) APMC,0.07,Metric Tonnes,Sweet Corn ,5000.0,5000.0,5000.0,Rs./Quintal,Local
Tindivanam APMC,0.16,Metric Tonnes,Sweet Corn ,3800.0,3800.0,3800.0,Rs./Quintal,Local
Tiruchengode APMC,0.05,Metric Tonnes,Sweet Corn ,4500.0,5000.0,4750.0,Rs./Quintal,Local
Tiruvannamalai(Uzhavar Sandhai ) APMC,0.34,Metric Tonnes,Sweet Corn ,2500.0,3000.0,2750.0,Rs./Quintal,Local
Tuticorin(Uzhavar Sandhai ) APMC,0.08,Metric Tonnes,Sweet Corn ,4000.0,5000.0,4500.0,Rs./Quintal,Local
Udumalpet APMC,0.06,Metric Tonnes,Sweet Corn ,3000.0,4000.0,3500.0,Rs./Quintal,Local
Vadavalli(Uzhavar Sandhai ) APMC,0.05,Metric Tonnes,Sweet Corn ,3500.0,4000.0,3750.0,Rs./Quintal,Local
Vaniyampadi(Uzhavar Sandhai ) APMC,0.47,Metric Tonnes,Sweet Corn ,3000.0,3000.0,3000.0,Rs./Quintal,Local
Vellore APMC,0.2,Metric Tonnes,Sweet Corn ,2000.0,2000.0,2000.0,Rs./Quintal,Local
Total,10.57,Metric Tonnes,,,,3026.54,Rs./Quintal,
Grand Total,10.57,Metric Tonnes,,,,3026.54,Rs./Quintal,
T.V. Cumbu
State Name : Pondicherry
Thattanchavady APMC,0.1,Metric Tonnes,Other,3469.0,3469.0,3469.0,Rs./Quintal,FAQ
Total,0.1,Metric Tonnes,,,,3469.0,Rs./Quintal,
Grand Total,0.1,Metric Tonnes,,,,3469.0,Rs./Quintal,
Wheat (MSP: Rs. 2585.00/Quintal)
State Name : Chattisgarh
Bhatapara APMC,15.5,Metric Tonnes,Local,2364.0,2442.0,2420.0,Rs./Quintal,Non-FAQ
Bilaspur APMC,32.6,Metric Tonnes,Local,2478.0,2482.0,2478.0,Rs./Quintal,FAQ
Munguli APMC,0.7,Metric Tonnes,Local,1700.0,1700.0,1700.0,Rs./Quintal,Non-FAQ
Pendraroad APMC,100.6,Metric Tonnes,Local,2100.0,2100.0,2100.0,Rs./Quintal,FAQ
Rajnandgaon APMC,71.5,Metric Tonnes,Deshi,2350.0,2515.0,2432.0,Rs./Quintal,Non-FAQ
Total,220.9,Metric Tonnes,,,,2284.43,Rs./Quintal,
State Name : Gujarat
APMC HALVAD,73.8,Metric Tonnes,Other,2025.0,2605.0,2105.0,Rs./Quintal,Local
APMCKHEDBRAHMA,0.1,Metric Tonnes,Other,2400.0,2500.0,2450.0,Rs./Quintal,Local
Amirgadh APMC,6.5,Metric Tonnes,147 Average,2150.0,2690.0,2555.0,Rs./Quintal,FAQ
Amreli APMC,202.60000000000002,Metric Tonnes,Lokwan,1875.0,2475.0,2175.0,Rs./Quintal,FAQ
Amreli APMC,521.7,Metric Tonnes,Rajasthan Tukdi,1825.0,3175.0,2600.0,Rs./Quintal,FAQ
Babra APMC,20.0,Metric Tonnes,Medium,2350.0,2700.0,2525.0,Rs./Quintal,FAQ
Bagasara APMC,20.0,Metric Tonnes,Lokwan Gujrat,1500.0,2500.0,2000.0,Rs./Quintal,Local
Bhesan APMC,6.0,Metric Tonnes,Other,1500.0,2450.0,2000.0,Rs./Quintal,FAQ
Bhiloda APMC,210.0,Metric Tonnes,Other,2500.0,3100.0,2800.0,Rs./Quintal,FAQ
Borsad APMC,3.1,Metric Tonnes,Other,2225.0,2225.0,2225.0,Rs./Quintal,Local
Chotila APMC,43.0,Metric Tonnes,Local,2150.0,2850.0,2500.0,Rs./Quintal,FAQ
Dahod APMC,436.3,Metric Tonnes,147 Average,2500.0,2650.0,2600.0,Rs./Quintal,Local
Deesa APMC,73.8,Metric Tonnes,Other,2055.0,3175.0,2875.0,Rs./Quintal,FAQ
Deesa(Bhildi) APMC,1.4000000000000001,Metric Tonnes,Other,2250.0,2350.0,2300.0,Rs./Quintal,FAQ
Dehgam APMC,103.5,Metric Tonnes,Other,2200.0,2410.0,2305.0,Rs./Quintal,FAQ
Dehgam(Rekhiyal) APMC,3.0,Metric Tonnes,Other,2150.0,2350.0,2250.0,Rs./Quintal,FAQ
Dhanera APMC,4.4,Metric Tonnes,Other,2200.0,2350.0,2285.0,Rs./Quintal,Local
Dhari APMC,5.442,Metric Tonnes,Lokwan,1755.0,2505.0,2065.0,Rs./Quintal,Non-FAQ
Dholka APMC,327.0,Metric Tonnes,Lokwan Gujrat,2005.0,2585.0,2585.0,Rs./Quintal,Grade Range-2
Dhoraji APMC,240.10000000000002,Metric Tonnes,Milbar,1965.0,2455.0,2255.0,Rs./Quintal,Non-FAQ
Godhra(Timbaroad) APMC,9.8,Metric Tonnes,Medium,2225.0,2295.0,2265.0,Rs./Quintal,Local
Himatnagar APMC,571.5,Metric Tonnes,Sonalika,2150.0,3225.0,2600.0,Rs./Quintal,Local
Jam Jodhpur APMC,165.0,Metric Tonnes,Other,2000.0,2425.0,2150.0,Rs./Quintal,Local
Jamnagar APMC,6.1000000000000005,Metric Tonnes,Other,2000.0,2250.0,2250.0,Rs./Quintal,Local
Jetpur(Dist.Rajkot) APMC,63.400000000000006,Metric Tonnes,Lokwan,2055.0,2550.0,2200.0,Rs./Quintal,FAQ
Jetpur(Dist.Rajkot) APMC,50.0,Metric Tonnes,Other,2155.0,3060.0,2500.0,Rs./Quintal,FAQ
Junagadh APMC,113.5,Metric Tonnes,Sharbati,2000.0,2660.0,2250.0,Rs./Quintal,FAQ
Junagadh APMC,477.6,Metric Tonnes,Lokwan,1950.0,2650.0,2200.0,Rs./Quintal,FAQ
Kadi APMC,362.5,Metric Tonnes,Other,2225.0,3380.0,2850.0,Rs./Quintal,FAQ
Kalol APMC,20.0,Metric Tonnes,Other,2150.0,2450.0,2300.0,Rs./Quintal,Local
Khambhat(Grain Market) APMC,30.0,Metric Tonnes,Other,2125.0,2700.0,2250.0,Rs./Quintal,Local
Limkheda APMC,25.0,Metric Tonnes,Local,2500.0,2600.0,2550.0,Rs./Quintal,Local
Mahuva(Station Road) APMC,180.2,Metric Tonnes,Kalyan,2055.0,3130.0,2593.0,Rs./Quintal,FAQ
Mansa APMC,64.0,Metric Tonnes,Local,2055.0,2630.0,2450.0,Rs./Quintal,Local
Meghraj APMC,1.5,Metric Tonnes,Other,2450.0,2600.0,2600.0,Rs./Quintal,Local
Mehsana APMC,5.0,Metric Tonnes,Local,2055.0,2255.0,2200.0,Rs./Quintal,Local
Mehsana(Jornang) APMC,3.6,Metric Tonnes,Other,1500.0,2830.0,2400.0,Rs./Quintal,Local
Modasa APMC,389.90000000000003,Metric Tonnes,Lokwan Gujrat,2175.0,3005.0,3005.0,Rs./Quintal,FAQ
Modasa(Tintoi) APMC,58.400000000000006,Metric Tonnes,Lokwan,2100.0,2900.0,2900.0,Rs./Quintal,FAQ
Morbi APMC,383.0,Metric Tonnes,Other,2055.0,2765.0,2410.0,Rs./Quintal,FAQ
Morva Hafad APMC,1.5,Metric Tonnes,Deshi,2400.0,2500.0,2450.0,Rs./Quintal,Local
Nizar APMC,27.0,Metric Tonnes,Lokwan,2110.0,2315.0,2235.0,Rs./Quintal,Non-FAQ
Nizar(Kukarmuda) APMC,6.0,Metric Tonnes,Lokwan,2110.0,2265.0,2175.0,Rs./Quintal,Non-FAQ
Palanpur APMC,3.64,Metric Tonnes,Deshi,2425.0,2425.0,2425.0,Rs./Quintal,Local
Palitana APMC,1.5,Metric Tonnes,Other,2055.0,2525.0,2290.0,Rs./Quintal,Local
Patan APMC,34.39,Metric Tonnes,Other,2125.0,3005.0,2700.0,Rs./Quintal,FAQ
Porbandar APMC,9.5,Metric Tonnes,Deshi,2150.0,2440.0,2295.0,Rs./Quintal,Non-FAQ
Porbandar APMC,3.5,Metric Tonnes,Lokwan,2050.0,2105.0,2075.0,Rs./Quintal,Non-FAQ
Radhanpur APMC,89.0,Metric Tonnes,Other,2125.0,2800.0,2550.0,Rs./Quintal,Local
Rajula APMC,33.0,Metric Tonnes,PISSI,2000.0,2675.0,2338.0,Rs./Quintal,Local
Rapar APMC,13.0,Metric Tonnes,Local,2200.0,2535.0,2365.0,Rs./Quintal,Local
Sami APMC,1.0,Metric Tonnes,Deshi,2250.0,2655.0,2580.0,Rs./Quintal,Local
Sanad APMC,843.0,Metric Tonnes,Sharbati,2620.0,2620.0,2620.0,Rs./Quintal,FAQ
Savarkundla APMC,145.0,Metric Tonnes,Bansi,2250.0,2900.0,2600.0,Rs./Quintal,Local
Savarkundla APMC,145.0,Metric Tonnes,Lokwan,2150.0,2515.0,2350.0,Rs./Quintal,Local
Siddhpur APMC,12.92,Metric Tonnes,Hybrid,2195.0,2405.0,2300.0,Rs./Quintal,FAQ
Taleja APMC,145.74,Metric Tonnes,Kalyan,1500.0,2780.0,2140.0,Rs./Quintal,FAQ
Thara APMC,16.5,Metric Tonnes,Other,2105.0,2450.0,2277.5,Rs./Quintal,FAQ
Thara(Shihori) APMC,2.5,Metric Tonnes,Other,2250.0,2805.0,2527.5,Rs./Quintal,FAQ
Umreth APMC,1.9000000000000001,Metric Tonnes,Deshi,2175.0,2225.0,2215.0,Rs./Quintal,Non-FAQ
Vadali APMC,35.0,Metric Tonnes,Other,2285.0,2575.0,2430.0,Rs./Quintal,FAQ
Vadgam APMC,2.0,Metric Tonnes,Other,2225.0,2305.0,2240.0,Rs./Quintal,FAQ
Vadhvan APMC,21.400000000000002,Metric Tonnes,Local,2650.0,2700.0,2675.0,Rs./Quintal,Local
Vankaner APMC,100.0,Metric Tonnes,Lokwan,1500.0,2615.0,2150.0,Rs./Quintal,FAQ
Veraval APMC,68.2,Metric Tonnes,Medium Fine,2015.0,2260.0,2155.0,Rs./Quintal,FAQ
Viramgam APMC,254.0,Metric Tonnes,Other,1920.0,2725.0,2320.0,Rs./Quintal,Local
Visnagar APMC,54.400000000000006,Metric Tonnes,Other,2075.0,2880.0,2477.0,Rs./Quintal,Local
Vyra APMC,0.30000000000000004,Metric Tonnes,Other,2200.0,2600.0,2400.0,Rs./Quintal,FAQ
Total,7352.63,Metric Tonnes,,,,2508.59,Rs./Quintal,
State Name : Karnataka
Bangalore APMC,66.0,Metric Tonnes,Local,3700.0,4500.0,4100.0,Rs./Quintal,FAQ
Bijapur APMC,39.7,Metric Tonnes,Sona,2120.0,2400.0,2297.0,Rs./Quintal,Local
Hubli (Amaragol) APMC,11.600000000000001,Metric Tonnes,White,2025.0,2025.0,2025.0,Rs./Quintal,Local
Hungund APMC,4.0,Metric Tonnes,Local,2200.0,2200.0,2200.0,Rs./Quintal,FAQ
Ramdurga APMC,4.1000000000000005,Metric Tonnes,Local,2419.0,2691.0,2426.0,Rs./Quintal,FAQ
Total,125.4,Metric Tonnes,,,,3221.91,Rs./Quintal,
State Name : Madhya Pradesh
A lot APMC,8.055,Metric Tonnes,Wheat,2100.0,2100.0,2100.0,Rs./Quintal,Non-FAQ
A lot APMC,443.51400000000007,Metric Tonnes,Wheat,1400.0,2575.0,2240.0,Rs./Quintal,FAQ
Agar APMC,744.158,Metric Tonnes,Wheat,1500.0,2525.0,2230.0,Rs./Quintal,FAQ
Agar APMC,58.800000000000004,Metric Tonnes,Wheat,2165.0,2250.0,2250.0,Rs./Quintal,Non-FAQ
Ajaygarh APMC,28.610000000000003,Metric Tonnes,Mill Quality,2250.0,2270.0,2260.0,Rs./Quintal,FAQ
Alampur APMC,2.0,Metric Tonnes,Mill Quality,2200.0,2200.0,2200.0,Rs./Quintal,Non-FAQ
Alirajpur APMC,25.810000000000002,Metric Tonnes,Wheat,2150.0,2150.0,2150.0,Rs./Quintal,FAQ
Alirajpur APMC,14.0,Metric Tonnes,Wheat,2200.0,2200.0,2200.0,Rs./Quintal,Non-FAQ
Amarpatan APMC,145.82000000000002,Metric Tonnes,Mill Quality,2225.0,2250.0,2240.0,Rs./Quintal,FAQ
Amarwda APMC,7.0,Metric Tonnes,Mill Quality,2303.0,2303.0,2303.0,Rs./Quintal,FAQ
Amarwda APMC,16.900000000000002,Metric Tonnes,Wheat,2100.0,2117.0,2117.0,Rs./Quintal,FAQ
Anjad APMC,9.190000000000001,Metric Tonnes,Wheat,2100.0,2200.0,2200.0,Rs./Quintal,Non-FAQ
Anjad APMC,98.21000000000001,Metric Tonnes,Lokwan,2000.0,2300.0,2200.0,Rs./Quintal,FAQ
Anjad APMC,110.7,Metric Tonnes,Wheat,2000.0,2300.0,2200.0,Rs./Quintal,FAQ
Aron APMC,10.450000000000001,Metric Tonnes,Other,2290.0,2308.0,2308.0,Rs./Quintal,FAQ
Aron APMC,100.685,Metric Tonnes,Wheat,2100.0,2711.0,2250.0,Rs./Quintal,FAQ
Ashoknagar APMC,500.682,Metric Tonnes,Wheat,1880.0,3755.0,2500.0,Rs./Quintal,FAQ
Babai APMC,21.1,Metric Tonnes,Mill Quality,2350.0,2400.0,2400.0,Rs./Quintal,Non-FAQ
Badamalhera APMC,112.15,Metric Tonnes,Mill Quality,2200.0,2300.0,2290.0,Rs./Quintal,FAQ
Badamalhera APMC,281.675,Metric Tonnes,Mill Quality,2250.0,2300.0,2258.0,Rs./Quintal,Non-FAQ
Badarwas APMC,40.605000000000004,Metric Tonnes,Wheat,1910.0,2665.0,2180.0,Rs./Quintal,Non-FAQ
Badnagar APMC,12.96,Metric Tonnes,Wheat,2490.0,2550.0,2490.0,Rs./Quintal,Non-FAQ
Badnagar APMC,496.42900000000003,Metric Tonnes,Wheat,1990.0,2840.0,2170.0,Rs./Quintal,FAQ
Badnagar APMC,17.75,Metric Tonnes,Lokwan,2005.0,2010.0,2010.0,Rs./Quintal,Non-FAQ
Badnawar APMC,147.751,Metric Tonnes,Wheat,2139.0,2950.0,2665.0,Rs./Quintal,FAQ
Badod APMC,159.49300000000002,Metric Tonnes,Wheat,1930.0,2271.0,2240.0,Rs./Quintal,FAQ
Badod APMC,325.314,Metric Tonnes,Wheat,1699.0,2450.0,2250.0,Rs./Quintal,Non-FAQ
Badwaha APMC,887.399,Metric Tonnes,Wheat,23.35,2607.0,2270.0,Rs./Quintal,FAQ
Badwaha APMC,13.06,Metric Tonnes,Mill Quality,20.8,2100.0,2100.0,Rs./Quintal,Non-FAQ
Badwaha APMC,7.890000000000001,Metric Tonnes,Wheat,2110.0,2110.0,2110.0,Rs./Quintal,Non-FAQ
Badwani APMC,32.75,Metric Tonnes,Wheat,2000.0,2000.0,2000.0,Rs./Quintal,FAQ
Badwani APMC,6.0,Metric Tonnes,Wheat,2250.0,2250.0,2250.0,Rs./Quintal,Non-FAQ
Bagli APMC,67.267,Metric Tonnes,Mill Quality,2181.0,2721.0,2241.0,Rs./Quintal,Non-FAQ
Baikunthpur APMC,14.57,Metric Tonnes,Wheat,2240.0,2255.0,2255.0,Rs./Quintal,FAQ
Baikunthpur APMC,15.730000000000002,Metric Tonnes,Mill Quality,2240.0,2255.0,2255.0,Rs./Quintal,FAQ
Baikunthpur APMC,66.05,Metric Tonnes,Mill Quality,2235.0,2250.0,2250.0,Rs./Quintal,Non-FAQ
Bakswaha APMC,7.0,Metric Tonnes,Mill Quality,2200.0,2200.0,2200.0,Rs./Quintal,FAQ
Bakswaha APMC,96.63300000000001,Metric Tonnes,Mill Quality,2225.0,2240.0,2235.0,Rs./Quintal,Non-FAQ
Balaghat APMC,17.0,Metric Tonnes,Wheat,2100.0,2100.0,2100.0,Rs./Quintal,FAQ
Balwadi APMC,21.650000000000002,Metric Tonnes,Wheat,2150.0,2256.0,2256.0,Rs./Quintal,FAQ
Bamora APMC,64.05,Metric Tonnes,Mill Quality,2430.0,2485.0,2485.0,Rs./Quintal,FAQ
Banapura APMC,347.62,Metric Tonnes,Local,2150.0,2460.0,2225.0,Rs./Quintal,FAQ
Banapura APMC,5.615,Metric Tonnes,Wheat,3450.0,3450.0,3450.0,Rs./Quintal,FAQ
Banapura APMC,10.350000000000001,Metric Tonnes,Local,2265.0,2270.0,2270.0,Rs./Quintal,Non-FAQ
Banda APMC,16.003,Metric Tonnes,Wheat,2100.0,2300.0,2300.0,Rs./Quintal,FAQ
Bankhedi APMC,5.325,Metric Tonnes,Mill Quality,2130.0,2250.0,2250.0,Rs./Quintal,FAQ
Bareli APMC,13.090000000000002,Metric Tonnes,Mill Quality,1501.0,2400.0,2311.0,Rs./Quintal,FAQ
Begamganj APMC,9.715000000000002,Metric Tonnes,Wheat,2326.0,2365.0,2365.0,Rs./Quintal,FAQ
Begamganj APMC,379.42800000000005,Metric Tonnes,Wheat,2100.0,2564.0,2300.0,Rs./Quintal,Non-FAQ
Berachha APMC,5.48,Metric Tonnes,Wheat,2256.0,2265.0,2265.0,Rs./Quintal,FAQ
Berasia APMC,62.793,Metric Tonnes,Mill Quality,2124.0,2725.0,2349.0,Rs./Quintal,FAQ
Berasia APMC,298.685,Metric Tonnes,Wheat,2100.0,2669.0,2225.0,Rs./Quintal,FAQ
Betul APMC,455.632,Metric Tonnes,Mill Quality,2000.0,2491.0,2340.0,Rs./Quintal,FAQ
Betul APMC,59.400000000000006,Metric Tonnes,Local,2350.0,2355.0,2355.0,Rs./Quintal,FAQ
Betul APMC,16.2,Metric Tonnes,Wheat,2350.0,2355.0,2355.0,Rs./Quintal,FAQ
Bhander APMC,156.76,Metric Tonnes,Mill Quality,2240.0,2645.0,2340.0,Rs./Quintal,FAQ
Bhanpura APMC,6.7620000000000005,Metric Tonnes,Wheat,2168.0,2203.0,2203.0,Rs./Quintal,FAQ
Bhanpura APMC,13.123,Metric Tonnes,Mill Quality,2168.0,2203.0,2203.0,Rs./Quintal,FAQ
Bhanpura APMC,54.94800000000001,Metric Tonnes,Mill Quality,2100.0,2350.0,2150.0,Rs./Quintal,Non-FAQ
Bhikangaon APMC,1134.6299999999999,Metric Tonnes,Wheat,1660.0,2580.0,2230.0,Rs./Quintal,FAQ
Bhind APMC,12.200000000000001,Metric Tonnes,Wheat,2201.0,2361.0,2361.0,Rs./Quintal,Non-FAQ
Bhind APMC,3.0,Metric Tonnes,Wheat,2351.0,2355.0,2355.0,Rs./Quintal,FAQ
Bhitarwar APMC,88.965,Metric Tonnes,Mill Quality,2365.0,2460.0,2450.0,Rs./Quintal,Non-FAQ
Bhopal APMC,387.285,Metric Tonnes,Wheat,2210.0,2665.0,2399.0,Rs./Quintal,FAQ
Biaora APMC,113.403,Metric Tonnes,Wheat,2100.0,2225.0,2210.0,Rs./Quintal,FAQ
Biaora APMC,19.433000000000003,Metric Tonnes,Wheat,2150.0,2200.0,2200.0,Rs./Quintal,Non-FAQ
Bijawar APMC,49.84,Metric Tonnes,Mill Quality,2265.0,2325.0,2325.0,Rs./Quintal,FAQ
Bijawar APMC,113.282,Metric Tonnes,Mill Quality,2240.0,2289.0,2261.0,Rs./Quintal,Non-FAQ
Bina APMC,210.56500000000003,Metric Tonnes,Wheat,1800.0,2925.0,2501.0,Rs./Quintal,FAQ
Binaganj APMC,20.966,Metric Tonnes,Wheat,2150.0,2245.0,2230.0,Rs./Quintal,Non-FAQ
Binaganj APMC,237.22199999999998,Metric Tonnes,Wheat,1900.0,2260.0,2230.0,Rs./Quintal,FAQ
Burhanpur APMC,160.20600000000002,Metric Tonnes,Wheat,2000.0,2301.0,2100.0,Rs./Quintal,FAQ
Burhanpur APMC,15.625,Metric Tonnes,Wheat,2182.0,2301.0,2301.0,Rs./Quintal,Non-FAQ
Burhanpur APMC,6.300000000000001,Metric Tonnes,Other,2100.0,2100.0,2100.0,Rs./Quintal,FAQ
Chaakghat APMC,14.8,Metric Tonnes,Mill Quality,2250.0,2275.0,2250.0,Rs./Quintal,FAQ
Chanderi APMC,249.711,Metric Tonnes,Wheat,1980.0,2279.0,2200.0,Rs./Quintal,Non-FAQ
Chaurai APMC,228.941,Metric Tonnes,Mill Quality,2000.0,2451.0,2296.0,Rs./Quintal,FAQ
Chaurai APMC,55.35,Metric Tonnes,Wheat,2200.0,2400.0,2400.0,Rs./Quintal,FAQ
Chhapiheda APMC,71.077,Metric Tonnes,Wheat,2111.0,2253.0,2220.0,Rs./Quintal,FAQ
Chhatarpur APMC,81.0,Metric Tonnes,Wheat,2200.0,2270.0,2260.0,Rs./Quintal,FAQ
Chhatarpur APMC,852.8000000000001,Metric Tonnes,Mill Quality,2189.0,2320.0,2281.0,Rs./Quintal,Non-FAQ
Chhatarpur APMC,16.5,Metric Tonnes,Mill Quality,2235.0,2242.0,2242.0,Rs./Quintal,FAQ
Chhatarpur APMC,40.82,Metric Tonnes,Wheat,2200.0,2260.0,2210.0,Rs./Quintal,Non-FAQ
